Problem,Print,Input,List,Tuple,Date,If,Function,For,String,While,Set,Math
104, Write a Python program to print a given N by M matrix of numbers line by line in forward > backwards > forward >... order. 
105, Write a Python program to compute the largest product of three integers from a given list of integers. 
106, Write a Python program to find the first missing positive integer that does not exist in a given list. 
107, Write a Python program to randomly generate a list with 10 even numbers between 1 and 100 inclusive. 
108, Write a Python program to calculate the median from a list of numbers. 
109, Write a Python program to test whether a given number is symmetrical or not. 
110, Write a Python program that accepts a list of numbers. Count the negative numbers and compute the sum of the positive numbers of the said list. Return these values through a list. 
111, From Wikipedia:
112, Write a Python program to count the number of equal numbers from three given integers. 
113, Write a Python program to check whether a given employee code is exactly 8 digits or 12 digits. Return True if the employee code is valid and False if it's not. 
114, Write a Python program that accept two strings and test if the letters in the second string are present in the first string. 
115, Write a Python program to compute the sum of the three lowest positive numbers from a given list of numbers. 
116," Write a Python program to replace all but the last five characters of a given string with ""*"" and returns the new string. "
117, Write a Python program to count the number of arguments in a given function. 
118, Write a Python program to compute cumulative sum of numbers of a given list. 
119," Write a Python program to find the middle character(s) of a given string. If the length of the string is even return the two middle characters. If the length of the string is odd, return the middle character. "
120, Write a Python program to find the largest product of the pair of adjacent elements from a given list of integers. 
121, Write a Python program to check whether every even index contains an even number and every odd index contains odd number of a given list. 
122, Write a Python program to check whether a given number is a narcissistic number or not. 
123, Write a Python program to find the highest and lowest number from a given string of space separated integers. 
124, Write a Python program to check whether a sequence of numbers has an increasing trend or not. 
125, Write a Python program to find the position of the second occurrence of a given string in another given string. If there is no such string return -1. 
126, Write a Python program to compute the sum of all items of a given array of integers where each integer is multiplied by its index. Return 0 if there is no number. 
127, Write a Python program to find the name of the oldest student from a given dictionary containing the names and ages of a group of students. 
128, Write a Python program to create a new string with no duplicate consecutive letters from a given string. 
129, Write a Python program to check whether two given lines are parallel or not. 
130," Write a Python program to find a number in a given matrix, which is maximum in its column and minimum in its row. "
131," Write a Python program to check whether a given sequence is linear, quadratic or cubic. "
132, Write a Python program to test whether a given integer is Pandigital number or not. 
133, Write a Python program to check whether a given number is Oddish or Evenish. 
134, Write a Python program that takes three integers and check whether the sum of the last digit of first number and the last digit of second number equal to the last digit of third number. 
135, Write a Python program find the indices of all occurrences of a given item in a given list. 
136, Write a Python program to remove the duplicate numbers from a given list of numbers. 
137," Write a Python program to check whether two given circles (given center (x,y) and radius) are intersecting. Return true for intersecting otherwise false. "
138, Write a Python program to compute the digit distance between two integers. 
139, Write a Python program to reverse all the words which have even length. 
140, Write a Python program to print letters from the English alphabet from a-z and A-Z. 
141, Write a Python program to generate and prints a list of numbers from 1 to 10. 
142, Write a Python program to identify nonprime numbers between 1 to 100 (integers). Print the nonprime numbers. 
143," Write a Python program to make a request to a web page, and test the status code, also display the html code of the specified web page. "
144," In multiprocessing, processes are spawned by creating a Process object. Write a Python program to show the individual process IDs (parent process, process id etc.) involved. "
145, Write a Python program to check if two given numbers are Co Prime or not. Return True if two numbers are Co Prime otherwise return false. 
146, Write a Python program to calculate Euclid's totient function of a given integer. Use a primitive method to calculate Euclid's totient function. 
147," Write a Python program to create a coded string from a given string, using specified formula. "
148, Write a Python program to check if a given string contains only lowercase or uppercase characters. 
149, Write a Python program to remove the first and last elements from a given string. 
150, Write a Python program to check if a given string contains two similar consecutive letters. 
151, Write a Python program to reverse a given string in lower case. 
152, Write a Python program to convert the letters of a given string (same case-upper/lower) into alphabetical order. 
153, Write a Python program to check whether the average value of the elements of a given array of numbers is a whole number or not. 
154, Write a Python program to remove all vowels from a given string. 
155, Write a Python program to get the index number of all lower case letters in a given string. 
156, Write a Python program to check whether a given month and year contains a Monday 13
157, Write a Python program to count number of zeros and ones in the binary representation of a given integer. 
158, Write a Python program to find all the factors of a given natural number. 
159, Write a Python program to compute the sum of the negative and positive numbers of an array of integers and display the largest sum. 
160, Write a Python program to alternate the case of each letter in a given string and the first letter of the said string must be uppercase. 
161, Write a Python program to get the Least Common Multiple (LCM) of more than two numbers. Take the numbers from a given list of positive integers. 
162, Write a Python program to reverse all the words which have odd length. 
163, Write a Python program to find the longest common ending between two given strings. 
164, Write a Python program to reverse the binary representation of an given integer and convert the reversed binary number into an integer. 
165, Write a Python program to find the closest palindrome number of a given integer. If there are two palindrome numbers in absolute distance return the smaller number. 
166, Write a Python program to convert all items in a given list to float values. 
167, Write a Python program to get the domain name using PTR DNS records from a given IP address. 
168, Write a Python program to check if every consecutive sequence of zeroes is followed by a consecutive sequence of ones of same length in a given string. Return True/False. 
169, Write a Python program to print Emojis using unicode characters or CLDR (Common Locale Data Repository ) short names. 
170, Write a Python program to convert integer to string. 
171, Write a Python program to find the largest and smallest digit of a given number. 
172, A Python list contains two positive integers. Write a Python program to check whether the cube root of the first number is equal to the square root of the second number. 
173, 
174, A Python list contains three positive integers. Write a Python program to check whether the sum of the digits in each number is equal or not. Return true otherwise false. 
175, 
176, A Python list contains some positive integers. Write a Python program to count the numbers that are greater than the previous number on the list.
177, 
178, Write a Python program that takes a positive integer and create an N x N square filled with the integer N. Display the N x N square.
179, 
180, Write a Python program that takes a positive integer and calculate the cube root of the number until the number is less than three. Count the number of steps to complete the said process.
181, 
